tweet_id,favorites,retweets
838561493054533637,10500,1257
838476387338051585,21510,4468
838201503651401729,0,9447
838150277551247360,1597,313
838085839343206401,134,1
838083903487373313,16890,2921
837820167694528512,32588,7359
837482249356513284,3698,418
837471256429613056,12274,2122
837110210464448512,15421,2233
836989968035819520,12246,2171
836753516572119041,18556,4368
836677758902222849,12121,2087
836648853927522308,0,520
836397794269200385,0,25853
836380477523124226,14198,2819
836260088725786625,20444,4094
836001077879255040,18321,4017
835685285446955009,0,7665
835574547218894849,17066,3398
835536468978302976,0,1587
835309094223372289,0,19729
835297930240217089,15816,2825
835264098648616962,7406,1587
835246439529840640,2023,67
835172783151792128,25132,5418
835152434251116546,21473,2834
834931633769889797,10348,1523
834786237630337024,20653,5221
834574053763584002,13095,2369
834477809192075265,0,10050
834458053273591808,9237,1584
834209720923721728,19703,4467
834167344700198914,15202,3468
834089966724603904,9646,2018
834086379323871233,12531,2084
833863086058651648,12924,2268
833826103416520705,17458,3569
833732339549220864,0,209
833722901757046785,20105,3071
833479644947025920,14322,1935
833124694597443584,19445,4579
832998151111966721,12728,2073
832769181346996225,0,38
832757312314028032,16218,3419
832682457690300417,11415,2749
832645525019123713,2812,502
832636094638288896,15273,2633
832397543355072512,11506,2094
832369877331693569,16502,3020
832273440279240704,10911,2215
832215909146226688,0,5889
832215726631055365,0,8818
832088576586297345,61,2
832040443403784192,0,9085
832032802820481025,17166,4416
831939777352105988,23045,5815
831926988323639298,324,34
831911600680497154,26465,6148
831670449226514432,10028,1726
831650051525054464,6857,1828
831552930092285952,8650,2215
831322785565769729,8954,1483
831315979191906304,6297,1060
831309418084069378,11353,2334
831262627380748289,11445,1952
830956169170665475,7689,1416
830583320585068544,64089,15843
830173239259324417,0,5382
830097400375152640,9380,2776
829878982036299777,0,4745
829861396166877184,11804,1836
829501995190984704,30578,10050
829449946868879360,10101,1912
829141528400556032,23447,6961
829011960981237760,51418,15550
828801551087042563,0,3250
828770345708580865,24653,5557
828708714936930305,35131,10635
828650029636317184,9177,1276
828409743546925057,6143,1105
828408677031882754,7419,1224
828381636999917570,12157,2118
828376505180889089,7131,1016
828372645993398273,12154,2781
828361771580813312,2107,169
828046555563323392,11321,2728
828011680017821696,10005,2048
827933404142436356,19310,4973
827653905312006145,14944,2874
827600520311402496,7224,886
827324948884643840,15285,2875
827199976799354881,10215,2116
826958653328592898,20812,4745
826848821049180160,34856,9619
826615380357632002,0,3781
826598799820865537,4956,235
826598365270007810,9659,2230
826476773533745153,17735,3997
826240494070030336,12804,2477
826204788643753985,4710,875
826115272272650244,15085,2953
825876512159186944,10126,1777
825829644528148480,12310,2393
825535076884762624,55171,16786
825147591692263424,17657,4309
825120256414846976,0,1188
825026590719483904,6043,1188
824796380199809024,0,5246
824775126675836928,14410,3345
824663926340194305,10153,1685
824325613288833024,11424,10141
824297048279236611,14545,3671
824025158776213504,4675,573
823939628516474880,10286,2601
823719002937630720,0,10640
823699002998870016,13509,2401
823581115634085888,12563,2503
823333489516937216,680,22
823322678127919110,15170,3822
823269594223824897,0,9443
822975315408461824,16757,3290
822872901745569793,126956,41087
822859134160621569,12778,2170
822647212903690241,0,6106
822610361945911296,14307,2802
822489057087389700,17516,6106
822462944365645825,26921,13550
822244816520155136,33803,9443
822163064745328640,0,4520
821886076407029760,10924,2199
821813639212650496,0,3201
821765923262631936,8119,1594
821522889702862852,7755,1665
821421320206483457,0,5300
821407182352777218,11337,4109
821153421864615936,241,9
821149554670182400,8311,1868
821107785811234820,9277,2033
821044531881721856,12250,2178
820837357901512704,0,6410
820749716845686786,30544,9447
820690176645140481,11834,3077
820494788566847489,0,539
820446719150292993,0,2453
820314633777061888,3245,539
820078625395449857,19129,5979
820013781606658049,0,1120
819952236453363712,5141,1120
819924195358416896,12529,4664
819711362133872643,12939,2966
819588359383371776,9357,1913
819347104292290561,7000,1150
819238181065359361,2187,391
819227688460238848,22278,6410
819015337530290176,0,35451
819015331746349057,0,18235
819006400881917954,43964,18235
819004803107983360,84521,35451
818646164899774465,0,19991
818627210458333184,21699,7242
818614493328580609,9526,2417
818588835076603904,0,5833
818536468981415936,10506,2339
818307523543449600,0,7689
818259473185828864,10657,2147
818145370475810820,11878,2437
817908911860748288,4700,758
817827839487737858,49787,25853
817777686764523521,10451,2576
817536400337801217,11393,2813
817502432452313088,0,3234
817423860136083457,32639,14001
817415592588222464,5421,914
817181837579653120,0,8085
817171292965273600,8489,1933
817120970343411712,11807,2488
817056546584727552,8328,1573
816829038950027264,0,4507
816816676327063552,9698,1946
816697700272001025,9476,2102
816450570814898180,29379,7689
816336735214911488,8346,1856
816091915477250048,8667,2043
816062466425819140,0,972
816014286006976512,0,5023
815990720817401858,4788,972
815966073409433600,21666,8085
815745968457060357,0,3964
815736392542261248,9545,2176
815639385530101762,7984,1584
815390420867969024,10043,3659
814986499976527872,7424,1220
814638523311648768,10950,2586
814578408554463233,0,5608
814530161257443328,8372,1778
814153002265309185,27898,8307
813944609378369540,0,3049
813910438903693312,9042,1785
813812741911748608,35378,13403
813800681631023104,8073,1692
813217897535406080,18077,7008
813202720496779264,8978,1751
813187593374461952,19265,4173
813172488309972993,9008,1851
813157409116065792,7540,2109
813142292504645637,8259,2300
813130366689148928,4367,428
813127251579564032,11470,2990
813112105746448384,10007,2631
813096984823349248,10262,3478
813081950185472002,9629,2666
813066809284972545,7710,1881
813051746834595840,20368,7052
812781120811126785,7320,1827
812709060537683968,6447,1386
812503143955202048,5888,1178
812466873996607488,7744,1840
812372279581671427,13244,3520
811985624773361665,7072,1348
811744202451197953,7332,1530
811647686436880384,5451,708
811627233043480576,12363,2942
811386762094317568,20322,6135
810984652412424192,5170,1370
810896069567610880,8748,1688
810657578271330305,10655,2528
810284430598270976,34161,10789
810254108431155201,14293,3250
809920764300447744,15120,3781
809808892968534016,0,4702
809448704142938112,6754,1409
809220051211603969,19328,5382
809084759137812480,12854,3403
808838249661788160,9858,2933
808733504066486276,7684,2082
808501579447930884,11011,2503
808344865868283904,41182,19991
808134635716833280,0,5667
808106460588765185,8580,2128
808001312164028416,12174,3399
807621403335917568,14189,3478
807106840509214720,114494,53133
807059379405148160,0,7065
807010152071229440,12773,3726
806629075125202948,72366,33257
806620845233815552,0,5301
806576416489959424,4761,1884
806542213899489280,9940,2278
806242860592926720,0,11173
806219024703037440,6288,1158
805958939288408065,0,5151
805932879469572096,8090,1854
805826884734976000,6398,1755
805823200554876929,0,7711
805520635690676224,5604,1599
805487436403003392,8566,2438
805207613751304193,7646,1667
804738756058218496,13302,3691
804475857670639616,5977,1947
804413760345620481,0,3100
804026241225523202,43136,15485
803773340896923648,9779,2639
803692223237865472,0,7154
803638050916102144,10639,3998
803380650405482500,7553,1811
803321560782307329,0,5104
803276597545603072,9768,2363
802952499103731712,8791,1924
802624713319034886,0,2802
802600418706604034,6921,1407
802572683846291456,8723,2428
802323869084381190,15760,5637
802265048156610565,6766,1335
802239329049477120,8865,2526
802185808107208704,0,263
801958328846974976,7542,1652
801854953262350336,1759,228
801538201127157760,8011,2003
801285448605831168,5890,792
801167903437357056,23761,5667
801127390143516673,0,3817
801115127852503040,7849,2024
800859414831898624,665,95
800855607700029440,0,1548
800751577355128832,10310,2700
800513324630806528,12808,2891
800459316964663297,9249,2105
800443802682937345,0,4150
800388270626521089,10861,2692
800188575492947969,0,3802
800141422401830912,14859,2453
800018252395122689,27542,12642
799774291445383169,0,4492
799757965289017345,8161,2071
799422933579902976,7860,1850
799308762079035393,0,5231
799297110730567681,9606,2640
799063482566066176,7864,2397
798933969379225600,12716,4302
798925684722855936,7327,1393
798705661114773508,0,6407
798701998996647937,0,7463
798697898615730177,0,6273
798694562394996736,0,4774
798686750113755136,0,2243
798682547630837760,0,4569
798673117451325440,0,5369
798665375516884993,0,3774
798644042770751489,0,1786
798628517273620480,0,1903
798585098161549313,0,5448
798576900688019456,0,5628
798340744599797760,0,3224
798209839306514432,10157,2473
797971864723324932,11253,2991
797545162159308800,14184,4715
797236660651966464,19391,6331
797165961484890113,219,26
796904159865868288,0,8609
796865951799083009,7491,1877
796759840936919040,11479,2927
796563435802726400,0,6953
796484825502875648,7356,1691
796387464403357696,10710,4009
796177847564038144,0,13731
796149749086875649,31304,13731
796125600683540480,4846,1735
796116448414461957,8847,2318
796080075804475393,8223,2223
796031486298386433,10513,3595
795464331001561088,48002,22620
795400264262053889,9760,2759
795076730285391872,15742,5246
794983741416415232,0,3239
794926597468000259,9937,2217
794355576146903043,0,9915
794332329137291264,9364,2594
794205286408003585,9000,3203
793962221541933056,16325,4702
793845145112371200,8981,1793
793614319594401792,0,3015
793601777308463104,7774,1559
793500921481273345,10383,2292
793286476301799424,23894,8818
793271401113350145,8470,2315
793256262322548741,19407,8039
793241302385262592,10220,3173
793226087023144960,9529,2786
793210959003287553,8676,2688
793195938047070209,14808,5417
793180763617361921,6735,1925
793165685325201412,9122,2694
793150605191548928,5982,1638
793135492858580992,6236,2422
793120401413079041,12302,3774
792913359805018113,13922,3818
792883833364439040,10989,4114
792773781206999040,7170,1627
792394556390137856,13044,4135
792050063153438720,6942,1713
791821351946420224,0,20333
791784077045166082,0,9178
791780927877898241,0,3677
791774931465953280,43755,21337
791672322847637504,11442,3015
791406955684368384,12793,3964
791312159183634433,8525,2436
791026214425268224,0,3928
790987426131050500,9535,2055
790946055508652032,16238,4507
790723298204217344,0,2221
790698755171364864,8000,1855
790581949425475584,20064,6850
790337589677002753,7619,1824
790277117346975746,12214,3049
790227638568808452,0,3418
789986466051088384,9011,2221
789960241177853952,0,3949
789903600034189313,10036,3980
789628658055020548,7271,1695
789599242079838210,6549,1852
789530877013393408,11397,3239
789314372632018944,8387,2196
789280767834746880,0,4724
789268448748703744,8869,2521
789137962068021249,9452,2677
788908386943430656,26676,12016
788765914992902144,26563,9915
788552643979468800,0,6862
788412144018661376,15090,5072
788178268662984705,7055,2022
788150585577050112,5945,1231
788070120937619456,0,3302
788039637453406209,5950,1268
787810552592695296,8355,2925
787717603741622272,9956,2665
787397959788929025,10584,2748
787322443945877504,7577,1670
787111942498508800,0,6475
786963064373534720,25884,7665
786729988674449408,0,2337
786709082849828864,17742,5889
786664955043049472,10265,2435
786595970293370880,9217,3017
786363235746385920,10543,3324
786286427768250368,7727,2718
786233965241827333,14781,4520
786051337297522688,1388,152
786036967502913536,0,6692
785927819176054784,11076,3073
785872687017132033,6505,1728
785639753186217984,7642,2152
785533386513321988,8807,1898
785515384317313025,5957,1201
785264754247995392,7052,1563
785170936622350336,11650,4631
784826020293709826,9788,3100
784517518371221505,8699,2420
784431430411685888,5562,1226
784183165795655680,19424,7711
784057939640352768,28813,10640
783839966405230592,29024,10349
783821107061198850,7142,1881
783695101801398276,10131,3078
783466772167098368,8187,2145
783391753726550016,16369,5229
783347506784731136,0,5309
783334639985389568,28183,11173
783085703974514689,7901,2091
782969140009107456,23387,7065
782747134529531904,7238,1355
782722598790725632,16704,5151
782598640137187329,7557,1805
782305867769217024,16100,5300
782021823840026624,0,5928
781955203444699136,10811,3211
781661882474196992,10116,2593
781655249211752448,3870,1086
781524693396357120,20084,5302
781308096455073793,6913,2450
781251288990355457,8124,1984
781163403222056960,9498,2635
780931614150983680,20961,6953
780858289093574656,6960,1921
780800785462489090,5308,1238
780601303617732608,11706,3201
780543529827336192,6101,1672
780496263422808064,0,3515
780476555013349377,0,108
780459368902959104,5118,1025
780192070812196864,8427,2147
780092040432480260,0,2202
780074436359819264,11709,4719
779834332596887552,18211,6692
779377524342161408,8468,2968
779124354206535695,0,17453
779056095788752897,14265,4332
778990705243029504,19250,6838
778774459159379968,0,9418
778764940568104960,834,347
778748913645780993,6642,1247
778650543019483137,5561,1425
778624900596654080,4452,966
778408200802557953,13162,4119
778396591732486144,0,11642
778383385161035776,5630,1046
778286810187399168,10010,3157
778039087836069888,8184,2526
778027034220126208,6347,1532
777953400541634568,0,3357
777885040357281792,6142,1558
777684233540206592,10851,2802
777641927919427584,0,4033
777621514455814149,8441,2397
777189768882946048,13705,4110
776819012571455488,0,13017
776813020089548800,4713,1144
776477788987613185,8478,2636
776249906839351296,0,8689
776218204058357768,28767,15103
776201521193218049,9230,2402
776113305656188928,11379,4150
776088319444877312,1764,145
775898661951791106,0,15970
775842724423557120,11305,2533
775733305207554048,13393,3817
775729183532220416,12545,4398
775364825476165632,7124,2816
775350846108426240,9811,3722
775085132600442880,14991,4492
774757898236878852,8322,1698
774639387460112384,6504,1650
774314403806253056,21010,5231
773985732834758656,10381,3684
773922284943896577,6189,1666
773704687002451968,6383,1540
773670353721753600,5171,1255
773547596996571136,21294,5833
773336787167145985,0,4820
773308824254029826,22524,7129
773247561583001600,9127,3101
773191612633579521,9635,3935
772877495989305348,8255,3686
772826264096874500,7749,2260
772615324260794368,0,3219
772581559778025472,6269,1628
772193107915964416,5793,1320
772152991789019136,3679,1086
772117678702071809,3625,701
772114945936949249,2635,449
772102971039580160,3851,893
771908950375665664,6327,1799
771770456517009408,11555,3224
771500966810099713,7983,2490
771380798096281600,10138,4820
771171053431250945,0,7076
771136648247640064,8814,2782
771102124360998913,5997,1370
771014301343748096,6646,1578
770787852854652928,4755,1146
770772759874076672,5000,1356
770655142660169732,7096,1707
770414278348247044,6099,1991
770293558247038976,5978,1395
770093767776997377,0,2897
770069151037685760,7311,2176
769940425801170949,30054,9085
769695466921623552,6193,1603
769335591808995329,0,7345
769212283578875904,5187,1639
768970937022709760,13735,6170
768909767477751808,0,2533
768855141948723200,4031,850
768609597686943744,3947,1132
768596291618299904,4853,1219
768554158521745409,0,5528
768473857036525572,13095,3246
768193404517830656,10465,3357
767884188863397888,4568,1297
767754930266464257,15374,5104
767500508068192258,7228,2215
767191397493538821,11828,3586
767122157629476866,9786,2722
766793450729734144,4855,1292
766714921925144576,2511,361
766693177336135680,3870,755
766423258543644672,5775,1497
766313316352462849,6516,1786
766078092750233600,0,2490
766069199026450432,4048,803
766008592277377025,3617,475
765719909049503744,6965,2051
765669560888528897,4984,1173
765395769549590528,25713,3213
765371061932261376,6814,2064
765222098633691136,11173,3219
764857477905154048,6219,1689
764259802650378240,5780,1433
763956972077010945,742,51
763837565564780549,12054,3928
763183847194451968,5168,1398
763167063695355904,0,2847
763103485927849985,7094,2190
762699858130116608,11648,3418
762471784394268675,10767,6077
762464539388485633,9904,3949
762316489655476224,4604,1058
762035686371364864,30520,14710
761976711479193600,5192,1889
761750502866649088,0,3706
761745352076779520,4118,823
761672994376806400,47380,27526
761599872357261312,3970,1122
761371037149827077,0,17161
761334018830917632,4965,1378
761292947749015552,4308,1033
761227390836215808,5121,1490
761004547850530816,10901,3302
760893934457552897,3665,918
760656994973933572,6322,1801
760641137271070720,4795,1221
760539183865880579,7248,3439
760521673607086080,4025,1322
760290219849637889,25696,10865
760252756032651264,3789,817
760190180481531904,5469,1697
760153949710192640,0,30
759943073749200896,5697,1976
759846353224826880,6453,1868
759793422261743616,5716,1808
759557299618865152,4493,1138
759447681597108224,8149,2337
759446261539934208,1604,463
759197388317847553,5828,1842
759159934323924993,0,1102
759099523532779520,13927,3930
759047813560868866,6210,1903
758854675097526272,3404,861
758828659922702336,10740,3658
758740312047005698,5496,1534
758474966123810816,3641,941
758467244762497024,4600,2089
758405701903519748,4995,1809
758355060040593408,3236,1001
758099635764359168,18184,9418
758041019896193024,2595,351
757741869644341248,6584,3099
757729163776290825,0,7437
757725642876129280,4358,1144
757611664640446465,4391,1033
757597904299253760,0,284
757596066325864448,4168,992
757400162377592832,14484,6481
757393109802180609,5577,1629
757354760399941633,4320,1334
756998049151549440,6013,1888
756939218950160384,6365,1903
756651752796094464,4828,1229
756526248105566208,9958,3398
756303284449767430,3782,1043
756288534030475264,42205,16761
756275833623502848,6106,1447
755955933503782912,6995,2707
755206590534418437,15726,5049
755110668769038337,20272,10489
754874841593970688,0,7462
754856583969079297,6609,2365
754747087846248448,2473,493
754482103782404096,5060,1841
754449512966619136,3588,693
754120377874386944,7556,2225
753655901052166144,5582,2058
753420520834629632,7528,3343
753398408988139520,5492,1790
753375668877008896,7311,2202
753298634498793472,0,5366
753294487569522689,3208,982
753039830821511168,35448,19729
753026973505581056,3752,901
752932432744185856,12059,6475
752917284578922496,6648,1477
752701944171524096,0,2703
752682090207055872,5764,1499
752660715232722944,4176,1470
752568224206688256,5255,2151
752519690950500352,7034,3244
752334515931054080,3664,1034
752309394570878976,0,15295
752173152931807232,5689,1726
751950017322246144,2920,859
751937170840121344,4946,1233
751830394383790080,5560,1841
751793661361422336,5537,2712
751598357617971201,7613,2895
751583847268179968,4202,1032
751538714308972544,4831,1182
751456908746354688,3080,944
751251247299190784,11988,5537
751205363882532864,6036,1714
751132876104687617,4837,1220
750868782890057730,4570,1287
750719632563142656,12572,4724
750506206503038976,4244,1079
750429297815552001,12600,4033
750383411068534784,4352,1077
750381685133418496,681,28
750147208377409536,2985,906
750132105863102464,3464,1215
750117059602808832,4167,1238
750101899009982464,2920,796
750086836815486976,2078,503
750071704093859840,7438,3115
750056684286914561,3031,852
750041628174217216,3033,580
750026558547456000,2600,737
750011400160841729,3091,850
749996283729883136,2908,774
749981277374128128,4888,2332
749774190421639168,4464,1255
749417653287129088,5838,1547
749403093750648834,2494,501
749395845976588288,8171,3249
749317047558017024,5221,2100
749075273010798592,5494,1945
749064354620928000,4590,1445
749036806121881602,2951,748
748977405889503236,10276,3212
748932637671223296,5534,2122
748705597323898880,2650,899
748699167502000129,4524,1494
748692773788876800,4034,1253
748575535303884801,5790,1866
748568946752774144,2104,635
748346686624440324,4980,1157
748337862848962560,7241,3855
748324050481647620,3526,713
748307329658011649,3527,672
748220828303695873,13466,7320
747963614829678593,5521,2013
747933425676525569,6314,2411
747885874273214464,2785,912
747844099428986880,2696,700
747816857231626240,4604,1097
747651430853525504,1304,146
747648653817413632,12276,5482
747600769478692864,2228,533
747594051852075008,3503,980
747512671126323200,5254,1520
747461612269887489,3690,984
747439450712596480,5149,1799
747242308580548608,0,2722
747219827526344708,5008,1480
747204161125646336,3205,858
747103485104099331,9091,3725
746906459439529985,2773,275
746872823977771008,5705,2012
746818907684614144,5058,1649
746790600704425984,4629,1510
746757706116112384,9086,3677
746726898085036033,5767,1686
746542875601690625,4801,1786
746521445350707200,0,926
746507379341139972,4441,1024
746369468511756288,5915,1534
746131877086527488,6545,2059
746056683365994496,3396,764
745789745784041472,3795,995
745712589599014916,6671,2187
745433870967832576,6723,2386
745422732645535745,8137,2265
745314880350101504,6793,2575
745074613265149952,7472,3282
745057283344719872,6909,2103
744995568523612160,2818,578
744971049620602880,7486,2514
744709971296780288,5343,1480
744334592493166593,6456,1982
744234799360020481,148245,72790
744223424764059648,1566,336
743980027717509120,3984,1036
743895849529389061,3483,905
743835915802583040,0,1942
743609206067040256,4253,1307
743595368194129920,17380,6115
743545585370791937,3358,887
743510151680958465,7567,3502
743253157753532416,4027,1147
743222593470234624,5885,1799
743210557239623680,3649,1279
742534281772302336,6703,3367
742528092657332225,4199,1842
742465774154047488,6901,3695
742423170473463808,9333,3515
742385895052087300,6458,1836
742161199639494656,4087,1275
742150209887731712,4837,1449
741793263812808706,4314,1412
741743634094141440,7734,2580
741438259667034112,3500,767
741303864243200000,8336,3016
741099773336379392,9475,5181
741067306818797568,9074,2897
740995100998766593,6009,2553
740711788199743490,3222,888
740699697422163968,2704,730
740676976021798912,17245,6407
740373189193256964,33290,12488
740365076218183684,2321,399
740359016048689152,3114,811
740214038584557568,6334,1836
739979191639244800,18934,5528
739932936087216128,3852,1011
739844404073074688,3606,806
739623569819336705,3578,1276
739606147276148736,5119,1545
739544079319588864,37345,19841
739485634323156992,6749,2716
739238157791694849,109747,54355
738891149612572673,97,6
738885046782832640,3575,1070
738883359779196928,3118,739
738537504001953792,4816,1437
738402415918125056,3080,768
738184450748633089,4081,1142
738166403467907072,8275,3115
738156290900254721,2352,597
737826014890496000,4976,1646
737800304142471168,9475,3249
737678689543020544,4757,1233
737445876994609152,9701,4178
737322739594330112,3404,754
737310737551491075,13873,6938
736736130620620800,3998,1603
736392552031657984,16767,6862
736365877722001409,3762,1156
736225175608430592,7682,2617
736010884653420544,7437,2765
735991953473572864,3382,1064
735648611367784448,3829,1037
735635087207878657,5821,2202
735274964362878976,12341,4685
735256018284875776,3152,825
735137028879360001,2957,910
734912297295085568,2609,493
734787690684657664,11864,5923
734776360183431168,2380,501
734559631394082816,1409,371
733828123016450049,3380,734
733822306246479872,3487,961
733482008106668032,2953,883
733460102733135873,3961,1178
733109485275860992,50576,15970
732732193018155009,2300,499
732726085725589504,3367,827
732585889486888962,3452,734
732375214819057664,7643,2345
732005617171337216,14060,5023
731285275100512256,3319,931
731156023742988288,3623,1181
730924654643314689,5812,1852
730573383004487680,4590,1984
730427201120833536,3294,971
730211855403241472,3594,990
